_id,address,dir,end_date,flash_speed,geometry,min_speed,schedule,sign_id,sign_name,speed_limit,start_date,strobe_speed,ward_no
10751,444 Sherbourne Street,NB,2022-05-17T09:00:00,31,"{'type': 'Point', 'coordinates': (-79.375084, 43.665219)}",20,Weekdays from 7 AM - 9 PM,609,Homewood Ave NB ,30,2018-02-05T13:00:00,36,13.0
10752,843 Sheppard Avenue West,SB,,31,"{'type': 'Point', 'coordinates': (-79.451871, 43.75244)}",20,Weekdays from 7 AM - 9 PM,1003,Faywood Blvd SB ,30,2019-03-20T06:00:00,36,6.0
10753,64 Bainbridge Avenue,WB,,41,"{'type': 'Point', 'coordinates': (-79.443133, 43.749605)}",30,Weekdays from 7 AM - 9 PM,2110,Bainbridge Ave WB ,40,2020-03-24T00:00:00,46,6.0
10754,32 Granite Street,EB,,41,"{'type': 'Point', 'coordinates': (-79.448271, 43.748365)}",30,Weekdays from 7 AM - 9 PM,2115,Bainbridge Ave EB ,40,2020-03-24T00:00:00,46,6.0
10755,GILTSPUR DR 51M W OF BUCKLAND RD,WB,,41,"{'type': 'Point', 'coordinates': (-79.502672, 43.737758)}",5,Weekdays from 7 AM - 9 PM,2679,GILTSPUR DR WB ,40,2021-04-26T11:00:00,46,6.0
10756,128/130 ARMOUR BLVD,WB,,41,"{'type': 'Point', 'coordinates': (-79.42816, 43.741766)}",5,Weekdays from 7 AM - 9 PM,2704,ARMOUR BLVD WB ,40,2021-06-30T09:00:00,46,6.0
10757,145 Brock Avenue,NB,2022-12-22T00:00:00,31,"{'type': 'Point', 'coordinates': (-79.434071, 43.646038)}",20,Weekdays from 7 AM - 9 PM,659,Brock Ave NB (Shirley) ,30,2019-03-21T08:00:00,36,9.0
10758,1138 Avenue Road,SB,2020-07-31T01:00:00,41,"{'type': 'Point', 'coordinates': (-79.4109316320982, 43.7095481522187)}",5,Weekdays from 7 AM - 9 PM,558,Avenue Rd SB ,40,2017-04-06T11:00:00,46,8.0
10759,43 Bedford Park Avenue,EB,2021-04-19T08:00:00,41,"{'type': 'Point', 'coordinates': (-79.405417, 43.726887)}",5,Weekdays from 7 AM - 9 PM,813,Bedford Park Ave EB ,40,2019-11-07T16:00:00,46,8.0
10760,125 Bentley Street,WB,,41,"{'type': 'Point', 'coordinates': (-79.465226, 43.734733000000006)}",5,Weekdays from 7 AM - 9 PM,2538,Plewes Rd WB S ,40,2020-12-01T11:00:00,46,6.0
10761,19 Highview Avenue,NB,,41,"{'type': 'Point', 'coordinates': (-79.496281, 43.722431)}",5,Weekdays from 7 AM - 9 PM,2594,Highview Ave NB ,40,2021-01-20T12:00:00,46,6.0
10762,20 Highview Avenue,SB,,41,"{'type': 'Point', 'coordinates': (-79.496335, 43.722265)}",5,Weekdays from 7 AM - 9 PM,2595,Highview Ave SB ,40,2021-01-20T13:00:00,46,6.0
10763,CALICO DR 18M S OF DOMBEY RD,SB,,41,"{'type': 'Point', 'coordinates': (-79.504348, 43.738351)}",5,Weekdays from 7 AM - 9 PM,2680,CALICO DR SB ,40,2021-04-26T11:00:00,46,6.0
10764,302 Grandravine Drive,EB,,41,"{'type': 'Point', 'coordinates': (-79.511315, 43.74868)}",5,Weekdays from 7 AM - 9 PM,996,Grandravine Ave EB ,40,2019-11-01T13:00:00,46,7.0
10765,16 Yorkwoods Gate,WB,,41,"{'type': 'Point', 'coordinates': (-79.514821, 43.750961)}",5,Weekdays from 7 AM - 9 PM,2082,Yorkwoods Gt WB ,40,2020-03-16T09:00:00,46,7.0
10766,302 Grandravine Drive,WB,,41,"{'type': 'Point', 'coordinates': (-79.511315, 43.74868)}",5,Weekdays from 7 AM - 9 PM,2118,Grandravine Ave WB ,40,2020-03-27T00:00:00,46,7.0
10767,113 Shoreham Drive,EB,,41,"{'type': 'Point', 'coordinates': (-79.525729, 43.767623)}",5,Weekdays from 7 AM - 9 PM,2466,Shoreham Dr EB ,40,2020-10-28T12:00:00,46,7.0
10768,98 Shoreham Drive,WB,,41,"{'type': 'Point', 'coordinates': (-79.52422, 43.768054)}",5,Weekdays from 7 AM - 9 PM,2468,Shoreham Dr WB ,40,2020-10-28T12:00:00,46,7.0
10769,GERRARD ST E 60M W/OF LESLIE ST,WB,2022-06-15T09:00:00,41,"{'type': 'Point', 'coordinates': (-79.333874898136, 43.669695114362)}",5,Weekdays from 7 AM - 9 PM,2850,GERRARD ST E WB ,40,2022-02-28T12:00:00,46,14.0
10770,125 Glenmount Avenue,NB,,41,"{'type': 'Point', 'coordinates': (-79.431892, 43.716072)}",5,Weekdays from 7 AM - 9 PM,2535,Glenmount Ave NB ,40,2020-11-26T10:00:00,46,8.0
10771,159 Finch Avenue West,WB,2022-06-16T13:00:00,51,"{'type': 'Point', 'coordinates': (-79.429203, 43.776564)}",30,Weekdays from 7 AM - 9 PM,810,Finch Ave W WB ,50,2019-11-19T11:00:00,56,18.0
10772,546 Dufferin Street,NB,2019-10-11T12:00:00,41,"{'type': 'Point', 'coordinates': (-79.430704, 43.647389)}",30,Weekdays from 7 AM - 9 PM,43,Dufferin St NB ,40,2019-08-01T00:00:00,46,9.0
10773,300 Caledonia Road,NB,2020-10-16T14:00:00,41,"{'type': 'Point', 'coordinates': (-79.4581544475726, 43.683769920116)}",30,Weekdays from 7 AM - 9 PM,52,303 Caledonia Rd NB ,40,2018-06-12T09:00:00,46,9.0
10774,75 Duncanwoods Drive,NB,,41,"{'type': 'Point', 'coordinates': (-79.562424, 43.750864)}",30,Weekdays from 7 AM - 9 PM,36,Duncanwoods Dr NB ,40,2019-01-03T14:00:00,46,7.0
10775,139 Ardwick Boulevard,NB,,41,"{'type': 'Point', 'coordinates': (-79.559815, 43.744976)}",30,Weekdays from 7 AM - 9 PM,132,Ardwick Blvd NB ,40,2019-04-15T08:00:00,46,7.0
10776,3383 Weston Road,NB,,31,"{'type': 'Point', 'coordinates': (-79.540982, 43.746207)}",20,Weekdays from 7 AM - 9 PM,155,Weston Rd NB ,30,2019-03-06T09:00:00,36,7.0
10777,324 Caledonia Road,SB,2020-01-31T08:00:00,41,"{'type': 'Point', 'coordinates': (-79.459062, 43.685191)}",30,Weekdays from 7 AM - 9 PM,391,Caledonia Rd SB ,40,2019-08-01T00:00:00,46,9.0
10778,93 Margueretta Street,SB,2020-10-16T14:00:00,31,"{'type': 'Point', 'coordinates': (-79.436891, 43.65302200000001)}",20,Weekdays from 7 AM - 9 PM,398,Brock Ave SB ,30,2018-01-24T15:00:00,36,9.0
10779,101 York Gate Boulevard,SB,,31,"{'type': 'Point', 'coordinates': (-79.518553, 43.761265)}",20,Weekdays from 7 AM - 9 PM,201,Jane St SB ,30,2019-03-11T08:00:00,36,7.0
10780,300 Caledonia Road,WB,2020-01-07T23:00:00,41,"{'type': 'Point', 'coordinates': (-79.459494, 43.683491)}",30,Weekdays from 7 AM - 9 PM,423,Rogers Rd WB ,40,2019-08-01T00:00:00,46,9.0
10781, Lane N College W Sheridan,WB,2021-07-10T14:00:00,41,"{'type': 'Point', 'coordinates': (-79.435567, 43.65206700000001)}",30,Weekdays from 7 AM - 9 PM,438,College St WB ,40,2018-01-22T12:00:00,46,9.0
10782,4357 Jane Street,NB,,31,"{'type': 'Point', 'coordinates': (-79.519139, 43.763019)}",20,Weekdays from 7 AM - 9 PM,277,Jane St NB ,30,2019-03-11T08:00:00,36,7.0
10783,241 Driftwood Avenue,NB,,31,"{'type': 'Point', 'coordinates': (-79.516818, 43.761242)}",20,Weekdays from 7 AM - 9 PM,351,Strong Ct NB ,30,2019-03-11T10:00:00,36,7.0
10784,400 Driftwood Avenue,WB,,31,"{'type': 'Point', 'coordinates': (-79.518422, 43.766131)}",20,Weekdays from 7 AM - 9 PM,588,Driftwood Ave WB ,30,2019-03-07T08:00:00,36,7.0
10785,181 Gracedale Boulevard,NB,,31,"{'type': 'Point', 'coordinates': (-79.560559, 43.752374)}",20,Weekdays from 7 AM - 9 PM,607,Gracedale Blvd NB ,30,2019-04-02T09:00:00,36,7.0
10786,328 Caledonia Road,SB,2020-09-23T10:00:00,41,"{'type': 'Point', 'coordinates': (-79.459021, 43.685245)}",5,Weekdays from 7 AM - 9 PM,971,Caledonia Rd SB ,40,2020-02-05T12:00:00,46,9.0
10787,85 Spenvalley Drive,EB,,41,"{'type': 'Point', 'coordinates': (-79.509081, 43.742787)}",5,Weekdays from 7 AM - 9 PM,823,Spenvalley Dr EB ,40,2019-11-01T12:00:00,46,7.0
10788,28 Bengal Court,WB,,51,"{'type': 'Point', 'coordinates': (-79.500366, 43.741947)}",30,Weekdays from 7 AM - 9 PM,899,Sheppard Ave W WB ,50,2019-12-27T13:00:00,56,7.0
10789,298 Sentinel Road,SB,,41,"{'type': 'Point', 'coordinates': (-79.500164, 43.754788)}",5,Weekdays from 7 AM - 9 PM,921,Sentinel Rd SB ,40,2020-01-14T09:00:00,46,7.0
10790,MILITARY TRL 72M W/OF BOBMAR RD,WB,2022-06-06T17:00:00,41,"{'type': 'Point', 'coordinates': (-79.178212163637, 43.782904836902)}",5,Weekdays from 7 AM - 9 PM,2872,MILITARY TRL WB ,40,2022-03-02T08:00:00,46,25.0
10791,35 Dell Park Avenue,SB,,41,"{'type': 'Point', 'coordinates': (-79.432293, 43.716802)}",5,Weekdays from 7 AM - 9 PM,2539,Glenmount Ave SB ,40,2020-11-26T09:00:00,46,8.0
10792,Annina Crescent,WB,,41,"{'type': 'Point', 'coordinates': (-79.450067, 43.7133)}",5,Weekdays from 7 AM - 9 PM,2601,Claver Ave WB c-,40,2021-01-28T10:00:00,46,8.0
10793,335 The Westway,EB,2022-02-06T00:00:00,31,"{'type': 'Point', 'coordinates': (-79.558162, 43.685288)}",20,Weekdays from 7 AM - 9 PM,83,The Westway EB ,30,2018-01-19T09:00:00,36,2.0
10794,33 Phoebe Street,EB,2020-01-31T12:00:00,31,"{'type': 'Point', 'coordinates': (-79.394826, 43.649857)}",20,Weekdays from 7 AM - 9 PM,147,Bulwer St EB ,30,2019-08-01T00:00:00,36,10.0
10795,255 Spadina Avenue,NB,2020-01-27T23:00:00,41,"{'type': 'Point', 'coordinates': (-79.3974079342455, 43.6520960763569)}",30,Weekdays from 12 AM,214,Spadina Ave NB ,40,2019-08-01T00:00:00,46,10.0
10796,33 Phoebe Street,EB,2020-07-17T09:00:00,31,"{'type': 'Point', 'coordinates': (-79.394976, 43.649825)}",20,Weekdays from 7 AM - 9 PM,949,Bulwer St EB ,30,2020-01-31T09:00:00,36,10.0
10797,82 Yatescastle Drive,SB,,41,"{'type': 'Point', 'coordinates': (-79.50874, 43.744166)}",5,Weekdays from 7 AM - 9 PM,965,Yatescastle Dr SB ,40,2019-11-04T11:00:00,46,7.0
10798,8205 McCowan Road,EB,,41,"{'type': 'Point', 'coordinates': (-79.450917, 43.713051)}",5,Weekdays from 7 AM - 9 PM,2602,Claver Ave EB c-,40,2021-01-28T09:00:00,46,8.0
10799,Highway 404,EB,,41,"{'type': 'Point', 'coordinates': (-79.451258, 43.713715)}",5,Weekdays from 7 AM - 9 PM,2603,Cork Ave EB c-,40,2021-01-28T13:00:00,46,8.0
10800,5 Elm Avenue,NB,2020-01-31T13:00:00,51,"{'type': 'Point', 'coordinates': (-79.3797156282563, 43.6738113884873)}",30,Weekdays from 7 AM - 9 PM,211,Mount Pleasant Rd NB ,50,2019-08-01T00:00:00,56,11.0
10801,Renfrew Drive,WB,,41,"{'type': 'Point', 'coordinates': (-79.450548, 43.71384)}",5,Weekdays from 7 AM - 9 PM,2604,Cork Ave WB c-,40,2021-01-28T12:00:00,46,8.0
10802,74 Ardwick Boulevard,SB,,41,"{'type': 'Point', 'coordinates': (-79.558086, 43.745596)}",30,Weekdays from 7 AM - 9 PM,1004,Ardwick Blvd SB ,40,2019-03-20T07:00:00,46,7.0
10803,370 Spadina Avenue,SB,2020-10-16T14:00:00,31,"{'type': 'Point', 'coordinates': (-79.3991406412706, 43.6549294280922)}",20,Weekdays from 7 AM - 9 PM,439,Spadina Ave SB ,30,2017-05-10T12:00:00,36,11.0
10804,Highway 404,EB,,41,"{'type': 'Point', 'coordinates': (-79.451258, 43.713715)}",5,Weekdays from 7 AM - 9 PM,2608,Cork Ave EB ,40,2021-02-02T00:00:00,46,8.0
10805,608 Dundas Street West,WB,2020-03-26T09:00:00,41,"{'type': 'Point', 'coordinates': (-79.401576, 43.652243000000006)}",30,Weekdays from 7 AM - 9 PM,511,Dundas St W WB ,40,2019-04-11T11:00:00,46,11.0
10806,128 Mount Pleasant Road,SB,2020-07-22T23:00:00,51,"{'type': 'Point', 'coordinates': (-79.380821153697, 43.6760162314752)}",30,Weekdays from 7 AM - 9 PM,653,Mount Pleasant Rd SB ,50,2017-03-07T11:00:00,56,11.0
10807,241 Driftwood Avenue,NB,,31,"{'type': 'Point', 'coordinates': (-79.516818, 43.761242)}",20,Weekdays from 7 AM - 9 PM,1940,Driftwood Ave NB ,30,2020-03-10T00:00:00,36,7.0
10808,8205 McCowan Road,EB,,41,"{'type': 'Point', 'coordinates': (-79.450917, 43.713051)}",5,Weekdays from 7 AM - 9 PM,2609,Claver Ave EB ,40,2021-02-02T00:00:00,46,8.0
10809,3424 Weston Road,SB,,51,"{'type': 'Point', 'coordinates': (-79.541949, 43.749563)}",30,Weekdays from 7 AM - 9 PM,2078,Weston Rd SB ,50,2020-03-13T09:00:00,56,7.0
10810,Renfrew Drive,WB,,41,"{'type': 'Point', 'coordinates': (-79.450548, 43.71384)}",5,Weekdays from 7 AM - 9 PM,2613,Cork Ave WB ,40,2021-02-02T00:00:00,46,8.0
10811,191 Sentinel Road,NB,,41,"{'type': 'Point', 'coordinates': (-79.497838, 43.752372)}",5,Weekdays from 7 AM - 9 PM,2222,Sentinel Rd NB ,40,2020-06-11T09:00:00,46,7.0
10812,43 Pearldale Avenue,SB,,31,"{'type': 'Point', 'coordinates': (-79.563437, 43.749196)}",20,Weekdays from 7 AM - 9 PM,2267,Pearldale Ave SB ,30,2020-02-14T12:00:00,36,7.0
10813,349 Grandravine Drive,WB,,41,"{'type': 'Point', 'coordinates': (-79.513257, 43.747455)}",5,Weekdays from 7 AM - 9 PM,2388,Grandravine Dr WB ,40,2020-03-27T11:00:00,46,7.0
10814,Annina Crescent,WB,,41,"{'type': 'Point', 'coordinates': (-79.450067, 43.7133)}",5,Weekdays from 7 AM - 9 PM,2614,Claver Ave WB ,40,2021-02-02T00:00:00,46,8.0
10815,127 ST PARTICK ST,NB,,31,"{'type': 'Point', 'coordinates': (-79.389867314129, 43.653692228117)}",20,Weekdays from 7 AM - 9 PM,58769,ST PATRICK ST NB ,30,2022-12-20T12:00:00,36,10.0
10816,1596 Bathurst Street,,2019-11-27T23:00:00,41,"{'type': 'Point', 'coordinates': (-79.420367, 43.688177)}",30,Weekdays from 7 AM - 9 PM,44,Bathurst and Nina ,40,2019-08-01T00:00:00,46,12.0
10817,340 Sentinel Road,SB,,41,"{'type': 'Point', 'coordinates': (-79.499596, 43.75886100000001)}",5,Weekdays from 7 AM - 9 PM,2562,Sentinel Rd SB c ,40,2020-12-16T13:00:00,46,7.0
10818,113 Topcliff Avenue,EB,,41,"{'type': 'Point', 'coordinates': (-79.512175, 43.755801)}",5,Weekdays from 7 AM - 9 PM,2590,Topcliff Ave EB ,40,2021-01-19T11:00:00,46,7.0
10819,Shoreham Dr 95m E of Shoreham Ct,EB,,41,"{'type': 'Point', 'coordinates': (-79.517555, 43.769428)}",5,Weekdays from 7 AM - 9 PM,2651,SHOREHAM DR EB ,40,2021-03-25T12:00:00,46,7.0
10820,18 Brownlow Avenue,EB,2020-05-26T23:00:00,61,"{'type': 'Point', 'coordinates': (-79.391526, 43.706447)}",30,Weekdays from 7 AM - 9 PM,371,Eglinton Ave E EB ,60,2019-03-20T06:00:00,66,12.0
10821,2327 Dufferin Street,WB,2021-10-13T08:00:00,41,"{'type': 'Point', 'coordinates': (-79.447427, 43.693029)}",5,Weekdays from 7 AM - 9 PM,770,Spenvalley Dr WB ,40,2019-10-24T13:00:00,46,12.0
10822,OPP 131 SPENVALLEY DR,WB,,41,"{'type': 'Point', 'coordinates': (-79.506169235518, 43.743559431418)}",5,Weekdays from 7 AM - 9 PM,2868,SPENVALLEY DR WB ,40,2022-03-01T08:00:00,46,7.0
10823,97 Danesbury Avenue,NB,,31,"{'type': 'Point', 'coordinates': (-79.445072, 43.705551)}",20,Weekdays from 7 AM - 9 PM,217,Danesbury Ave NB ,30,2019-01-03T14:00:00,36,8.0
10824,199 Glenview Avenue,EB,,31,"{'type': 'Point', 'coordinates': (-79.411349, 43.718503)}",20,Weekdays from 7 AM - 9 PM,329,Broadway Ave EB ,30,2019-04-17T07:00:00,36,8.0
10825,18 Brownlow Avenue,SB,2021-09-28T11:00:00,41,"{'type': 'Point', 'coordinates': (-79.391422, 43.706385)}",5,Weekdays from 7 AM - 9 PM,2219,Brownlow Ave SB ,40,2020-05-27T14:00:00,46,12.0
10826,1384 Bathurst Street,SB,2023-01-18T22:00:00,41,"{'type': 'Point', 'coordinates': (-79.41732, 43.680551)}",30,Weekdays from 7 AM - 9 PM,66,Bathurst St SB ,40,2019-03-20T08:00:00,46,12.0
10827,1053 Spadina Road,NB,,31,"{'type': 'Point', 'coordinates': (-79.418695, 43.704381)}",20,Weekdays from 7 AM - 9 PM,345,Spadina RD NB ,30,2019-04-02T12:00:00,36,8.0
10828,395 Queen Street East,EB,2019-10-01T16:00:00,41,"{'type': 'Point', 'coordinates': (-79.362239, 43.656062)}",30,Weekdays from 7 AM - 9 PM,50,Queen St EB ,40,2019-08-06T22:00:00,46,13.0
10829,5 Maitland Place,SB,2021-07-27T23:00:00,31,"{'type': 'Point', 'coordinates': (-79.37559100000001, 43.665549)}",20,Weekdays from 7 AM - 9 PM,332,Homewood Ave SB ,30,2017-06-22T09:00:00,36,13.0
10830,51 Gilgorm Road,NB,,31,"{'type': 'Point', 'coordinates': (-79.41756, 43.704840000000004)}",20,Weekdays from 7 AM - 9 PM,503,Gilgorm Rd NB ,30,2019-03-11T08:00:00,36,8.0
10831,335 Chaplin Crescent,EB,,31,"{'type': 'Point', 'coordinates': (-79.420404, 43.70386)}",20,Weekdays from 7 AM - 9 PM,565,Chaplin Cres EB ,30,2019-04-02T14:00:00,36,8.0
10832,83 Alexander Street,EB,2021-05-03T10:00:00,31,"{'type': 'Point', 'coordinates': (-79.379602, 43.663747)}",20,Weekdays from 7 AM - 9 PM,589,Alexander St EB ,30,2017-07-11T09:00:00,36,13.0
10833,1096 Avenue Road,NB,,41,"{'type': 'Point', 'coordinates': (-79.410026, 43.707553)}",5,Weekdays from 7 AM - 9 PM,2513,Avenue Rd NB - C ,40,2020-11-13T11:00:00,46,8.0
10834,80 Sackville Street,EB,2020-07-16T10:00:00,41,"{'type': 'Point', 'coordinates': (-79.362375, 43.655995)}",5,Weekdays from 7 AM - 9 PM,972,Queen St EB ,40,2020-01-13T12:00:00,46,13.0
10835,369 Castlefield Avenue,EB,,41,"{'type': 'Point', 'coordinates': (-79.413244, 43.708854)}",5,Weekdays from 7 AM - 9 PM,2514,Castlefield Ave EB - C ,40,2020-11-13T09:00:00,46,8.0
10836,369 Castlefield Avenue,EB,,41,"{'type': 'Point', 'coordinates': (-79.413244, 43.708854)}",5,Weekdays from 7 AM - 9 PM,2516,Castlefield Ave EB ,40,2020-11-18T00:00:00,46,8.0
10837,1096 Avenue Road,NB,,41,"{'type': 'Point', 'coordinates': (-79.410026, 43.707553)}",5,Weekdays from 7 AM - 9 PM,2519,Avenue Rd NB ,40,2020-11-18T00:00:00,46,8.0
10838,OPP95A DUNLOE RD,SB,,31,"{'type': 'Point', 'coordinates': (-79.413808517674, 43.695922117148)}",20,Weekdays from 7 AM - 9 PM,26898,DUNLOE RD SB ,30,2022-09-02T11:00:00,36,12.0
10839,971/973 AVENUE RD,NB,,51,"{'type': 'Point', 'coordinates': (-79.407728808125, 43.703165851699)}",30,Weekdays from 7 AM - 9 PM,36575,AVENUE RD NB ,50,2022-12-02T14:00:00,56,12.0
10840,540 Jones Avenue,SB,2020-10-16T14:00:00,31,"{'type': 'Point', 'coordinates': (-79.3390653420505, 43.6771506849128)}",20,Weekdays from 7 AM - 9 PM,27,Jones Ave SB ,30,2017-03-07T11:00:00,36,14.0
10841,90-92 CARMICHAEL AVE,WB,,41,"{'type': 'Point', 'coordinates': (-79.427108, 43.736206)}",5,Weekdays from 7 AM - 9 PM,2683,CARMICHAEL AVE WB ,40,2021-04-30T12:00:00,46,8.0
10842,OPP 90 CARMICHAEL AVE,EB,,41,"{'type': 'Point', 'coordinates': (-79.427059, 43.736128)}",5,Weekdays from 7 AM - 9 PM,2685,CARMICHAEL AVE EB ,40,2021-04-30T11:00:00,46,8.0
10843,155 Broadview Avenue,NB,2020-04-25T11:00:00,41,"{'type': 'Point', 'coordinates': (-79.350384, 43.660277)}",30,Weekdays from 7 AM - 9 PM,103,Broadview Ave NB ,40,2018-02-02T14:00:00,46,14.0
10844,363 Jones Avenue,SB,2020-02-27T23:00:00,41,"{'type': 'Point', 'coordinates': (-79.337305, 43.673331)}",30,Weekdays from 7 AM - 9 PM,142,Jones Ave SB ,40,2019-01-01T00:00:00,46,14.0
10845,WILSON AVE 122M E OF AVENUE RD,EB,,41,"{'type': 'Point', 'coordinates': (-79.419995721945, 43.740153631713)}",5,Weekdays from 7 AM - 9 PM,2688,WILSON AVE EB ,40,2021-05-03T08:00:00,46,8.0
10846,WILSON AVE 94M W OF BELGRAVE AVE,WB,,41,"{'type': 'Point', 'coordinates': (-79.419311, 43.740413)}",5,Weekdays from 7 AM - 9 PM,2690,WILSON AVE WB ,40,2021-05-03T08:00:00,46,8.0
10847,487 Jones Avenue,NB,2020-04-01T23:00:00,41,"{'type': 'Point', 'coordinates': (-79.338471, 43.676307)}",30,Weekdays from 7 AM - 9 PM,220,Jones Ave NB ,40,2018-02-02T13:00:00,46,14.0
10848,343 Jones Avenue,NB,2019-12-09T11:00:00,41,"{'type': 'Point', 'coordinates': (-79.3368117281519, 43.6722795217247)}",30,Weekdays from 7 AM - 9 PM,259,Jones Ave NB ,40,2019-01-01T00:00:00,46,14.0
10849,930 Dundas Street East,WB,2020-03-02T12:00:00,41,"{'type': 'Point', 'coordinates': (-79.349116, 43.663094)}",30,Weekdays from 7 AM - 9 PM,275,Dundas St E WB ,40,2019-01-01T00:00:00,46,14.0
10850,39/41 BEDFORD PARK AVE,EB,,41,"{'type': 'Point', 'coordinates': (-79.405409, 43.726871)}",5,Weekdays from 7 AM - 9 PM,2701,BEDFORD PARK AVE EB ,40,2021-06-29T14:00:00,46,8.0
10851,449 O'Connor Drive,EB,2018-04-17T08:00:00,31,"{'type': 'Point', 'coordinates': (-79.332715, 43.696974)}",20,Weekdays from 7 AM - 9 PM,464,499 O'Connor Dr EB  - Trial,30,2018-04-06T15:00:00,36,14.0
10852,384 Plains Road,WB,2020-01-07T23:00:00,31,"{'type': 'Point', 'coordinates': (-79.3300418040916, 43.6957933177666)}",20,Weekdays from 7 AM - 9 PM,473,Plains Rd WB ,30,2019-08-01T00:00:00,36,14.0
10853,990 AVENUE RD,SB,,51,"{'type': 'Point', 'coordinates': (-79.408189455581, 43.703484464526)}",30,Weekdays from 7 AM - 9 PM,37760,AVENUE RD SB ,50,2022-12-02T14:00:00,56,12.0
10854,CARLTON ST 34M E/OF MUTUAL ST,WB,,41,"{'type': 'Point', 'coordinates': (-79.3775772706, 43.66229712695)}",5,Weekdays from 7 AM - 9 PM,39580,CARLTON ST WB ,40,2022-12-05T13:00:00,46,13.0
10855,137 Carlaw Avenue,NB,2020-03-31T12:00:00,41,"{'type': 'Point', 'coordinates': (-79.33941600000001, 43.659536)}",30,Weekdays from 7 AM - 9 PM,560,Carlaw Ave NB ,40,2018-02-09T13:00:00,46,14.0
10856,433 Eastern Avenue,,2018-02-09T10:00:00,31,"{'type': 'Point', 'coordinates': (-79.3436940165135, 43.6572348238758)}",20,Weekdays from 7 AM - 9 PM,606,433 Eastern Ave ,30,2016-11-09T11:00:00,36,14.0
10857,404 JARVIS ST,SB,,41,"{'type': 'Point', 'coordinates': (-79.377638526027, 43.664264372906004)}",5,Weekdays from 7 AM - 9 PM,41811,JARVIS ST SB ,40,2022-12-05T13:00:00,46,13.0
10858,329 Brock Avenue,NB,,31,"{'type': 'Point', 'coordinates': (-79.436086, 43.651284)}",20,Weekdays from 7 AM - 9 PM,419,Brock Ave NB ,30,2018-02-05T14:00:00,36,9.0
10859,272 Donlands Avenue,SB,2020-01-07T23:00:00,41,"{'type': 'Point', 'coordinates': (-79.341062, 43.690131)}",30,Weekdays from 7 AM - 9 PM,634,Donlands Ave SB ,40,2019-08-01T00:00:00,46,14.0
10860,592 Coxwell Avenue,SB,2020-01-07T23:00:00,41,"{'type': 'Point', 'coordinates': (-79.322445, 43.680467)}",5,Weekdays from 7 AM - 9 PM,689,Coxwell Ave SB ,40,2019-10-18T08:00:00,46,14.0
10861,31 Concord Avenue,NB,,31,"{'type': 'Point', 'coordinates': (-79.424233, 43.655064)}",20,Weekdays from 7 AM - 9 PM,603,Concord Ave NB ,30,2019-01-03T15:00:00,36,9.0
10862,105 CARLTON ST,EB,,41,"{'type': 'Point', 'coordinates': (-79.37758252705, 43.662176521259)}",5,Weekdays from 7 AM - 9 PM,42686,CARLTON ST EB ,40,2022-12-05T13:00:00,46,13.0
10863,300 Caledonia Road,WB,,41,"{'type': 'Point', 'coordinates': (-79.459341, 43.683474)}",5,Weekdays from 7 AM - 9 PM,961,Rogers Rd WB ,40,2020-01-21T14:00:00,46,9.0
10864,184 Gladstone Avenue,SB,,31,"{'type': 'Point', 'coordinates': (-79.42926, 43.648)}",20,Weekdays from 7 AM - 9 PM,993,Gladstone Ave SB ,30,2018-11-21T15:00:00,36,9.0
10865,447 Dufferin Street,NB,,31,"{'type': 'Point', 'coordinates': (-79.429722, 43.645384)}",20,Weekdays from 7 AM - 9 PM,1002,Dufferin St NB ,30,2018-11-21T15:00:00,36,9.0
10866,330 CALEDONIA RD,SB,,41,"{'type': 'Point', 'coordinates': (-79.45902156192, 43.685221440663)}",5,Weekdays from 7 AM - 9 PM,2900,CALEDONIA RD SB ,40,2022-04-08T09:00:00,46,9.0
10867,"1, Promenade Circle",,2021-04-19T18:00:00,41,"{'type': 'Point', 'coordinates': (-79.451460474062, 43.808206159548)}",5,Weekdays from 7 AM - 9 PM,10641,D - ,40,2022-07-11T00:00:00,46,
10868,OPP 39 PEMBROKE ST,SB,,31,"{'type': 'Point', 'coordinates': (-79.372170301256, 43.657312242074006)}",20,Weekdays from 7 AM - 9 PM,44768,PEMBROKE ST SB ,30,2022-12-05T11:00:00,36,13.0
10869,594 Coxwell Avenue,SB,2020-09-22T08:00:00,41,"{'type': 'Point', 'coordinates': (-79.32251, 43.680547)}",5,Weekdays from 7 AM - 9 PM,939,Coxwell Ave SB ,40,2020-01-21T09:00:00,46,14.0
10870,910 Dundas Street East,WB,2021-04-19T10:00:00,41,"{'type': 'Point', 'coordinates': (-79.349841, 43.662805)}",5,Weekdays from 7 AM - 9 PM,951,Dundas St WB ,40,2020-01-15T12:00:00,46,14.0
10871,251 Spadina Avenue,NB,,41,"{'type': 'Point', 'coordinates': (-79.397505, 43.651883)}",30,Weekdays from 12 AM,950,Spadina Ave NB ,40,2020-01-28T15:00:00,46,10.0
10872,33 Phoebe Street,EB,,31,"{'type': 'Point', 'coordinates': (-79.39507, 43.649795)}",20,Weekdays from 7 AM - 9 PM,2380,Bulwer St EB ,30,2020-09-24T13:00:00,36,10.0
10873,415 JARVIS ST,NB,,41,"{'type': 'Point', 'coordinates': (-79.37689553459, 43.663151314826)}",5,Weekdays from 7 AM - 9 PM,45495,JARVIS ST NB ,40,2022-12-05T13:00:00,46,13.0
